"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"","AGRICULTURE","Others","Others","Weather","Farmar  want to  weather forecasting  information of District Morena","DAY-1               DAY-2               DAY-3               DAY-4               DAY-5
                              04/08               05/08               06/08               07/08               08/08
------------------- ------------------- ------------------- ------------------- ------------------- -------------------
Rainfall (mm)                   8                  18                  16                  33                  18","MADHYA PRADESH","MORENA","PORSA                                             ","2014-08-04 08:59:50.000"
"","AGRICULTURE","Others","Others","Government Schemes","Farmer want to know information to activate sms advisory scheme on mobile ?","To activate will  sms advisory scheme on your mobile number","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-04 13:17:50.000"
"JAYAD","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","how to control of termites problem in paddy crop","broadcasting of foret 10G, 10 kilo/ha.","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-04 14:36:34.000"
"JAYAD","AGRICULTURE","Millets","Pearl Millet (Bajra/Bulrush Millet/Spiked Millet)","	Plant Protection	","Farmer wants to start mandi rate facility on mobile phone?","Mandi rate facility has been successfully activated on your mobile phone.","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-04 17:18:52.000"
"","AGRICULTURE","Others","Others","Weather","Farmer wants to know information about  weather  forecast ?","05/08               06/08               07/08               08/08               09/08
------------------- ------------------- ------------------- ------------------- ------------------- -------------------
Rainfall (mm)                  35                  37                 151                   5                   0","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-04 20:05:48.000"
"JAYAD","HORTICULTURE","Vegetables","Chillies","	Plant Protection	","farmer want to know information about How to control of fungal attack in chillies crop ?","spray mencojeb + carbandazim 45 gram and steptrocyclin 2 gram at 15 liter of water","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-05 09:07:23.000"
"","AGRICULTURE","Others","Others","Weather","Farmer want to know information about  weather  forecast ?","Morena 1 – 3 Day Weather Forecast Summary: Heavy rain (total 92mm), heaviest during Thu afternoon. Warm (max 32°C on Wed afternoon, min 26°C on Thu night). Wind will be generally light.","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-05 14:23:32.000"
"JAYAD","AGRICULTURE","Millets","Pearl Millet (Bajra/Bulrush Millet/Spiked Millet)","Seeds","sowing season of pearl Millet ?","????? ?? ???? ????? ??????? ???? ?? ????? ?? ????? ?????? ?? ???? ?? ???? ??????","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-05 19:51:12.000"
"","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","how to control termites of crop ?","Recommended for Chlorpyrifos 20 % EC @750 ml/acre mixed with sand and dusting .","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-05 20:43:35.000"
"","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","How to control weeds in paddy crop?","Spray Nomini gold(Bispayriback sodium) 80 gram per acar.","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-06 09:58:09.000"
"JAYAD","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","How to control weeds in paddy crop?","Spray Nomini gold(Bispayriback sodium) 80 gram per acar.","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-06 10:13:43.000"
"JAYAD","AGRICULTURE","Cereals","Paddy (Dhan)","Fertilizer Use and Availability","What are fertilizer doses in paddy crop?","Urea = 131. KG., DAP = 108. Kg., Muriate of potash = 50. Kg. and zinc sulphate 25 kg   Use per hectare.","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-06 13:01:16.000"
"","HORTICULTURE","Vegetables","Cluster Bean","	Plant Protection	","weed management in cluster bean at 20 days after sowing?","Recommended for weed management in cluster bean at 20 days after sowing: hand weeding is done","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-06 13:31:21.000"
"","AGRICULTURE","Oilseeds","Sesame (Gingelly/Til)/Sesamum","	Plant Protection	","farmer want to know information about weed management in till ?","for weed management in till spray oxdizin(ronstar)700-800ml par acer","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-06 15:54:12.000"
"","AGRICULTURE","Others","Others","Weather","Farmer  want to know information about  weather forecast ?","Porsa 1 – 3 Day Weather Forecast Summary: Heavy rain (total 48mm), heaviest during Wed afternoon. Warm (max 32°C on Wed afternoon, min 27°C on Wed night). Winds decreasing (fresh winds from the ENE on Wed afternoon, light winds from the WSW by Fri morning).","MADHYA PRADESH","MORENA","PORSA                                             ","2014-08-06 16:12:26.000"
"JAYAD","HORTICULTURE","Vegetables","Chillies","	Plant Protection	","Root rot in Chillies what can I do ?","Recommended of CooperOxychloride @ 45 gm. + Streptrocyclin @ 2 gm. / pump for spray and control of Fungal attack on chillies crop..","MADHYA PRADESH","MORENA","PORSA                                             ","2014-08-07 08:15:52.000"
"JAYAD","HORTICULTURE","Vegetables","Potato","Market Information","market rate of potato","1500rs/q","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-07 10:21:59.000"
"","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","How to control weeds in paddy crop?","Spray Nomini gold (Bispayriback sodium) 80 gram per acar.","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-07 11:00:54.000"
"JAYAD","AGRICULTURE","Oilseeds","Sesame (Gingelly/Til)/Sesamum","Government Schemes","farmer want to information about govt.schemes?","for detail information please contact -r.a.e.o.","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-07 20:58:52.000"
"JAYAD","AGRICULTURE","Others","Others","Weather","Farmer want to know information about weather forecast ?","DAY-1               DAY-2               DAY-3               DAY-4               DAY-5
                              09/08               10/08               11/08               12/08               13/08
------------------- ------------------- ------------------- ------------------- ------------------- -------------------
Rainfall (mm)                  26                  28                  15                   0                   0","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-08 11:00:50.000"
"JAYAD","AGRICULTURE","Oilseeds","Sesame (Gingelly/Til)/Sesamum","	Plant Protection	","fungal problem in til ?","Spray  of  Carbendazim 12% + Mancozeb 63% WP (Saaf  or  sixer) @  35 g /pump.","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-08 19:21:26.000"
"","AGRICULTURE","Oilseeds","Sesame (Gingelly/Til)/Sesamum","Market Information","Farmer  want number activate in sms facility ?","your number is resistard in sms facility","MADHYA PRADESH","MORENA","KAILARAS                                          ","2014-08-08 19:42:14.000"
"JAYAD","AGRICULTURE","Cereals","Paddy (Dhan)","Cultural Practices","how to control  weed  ?","spray phenoxy -p-ethyl @ 400ml/acar to control  weeds","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-09 11:19:22.000"
"JAYAD","HORTICULTURE","Vegetables","Chillies","	Plant Protection	","How to control of fungal attack in chilli crop?","Use copper oxy chloride 45 gram and steptrocyclin 2 gram at 15 liter of water.","MADHYA PRADESH","MORENA","PORSA                                             ","2014-08-09 12:51:04.000"
"JAYAD","AGRICULTURE","Cereals","Paddy (Dhan)","Fertilizer Use and Availability","Farmer want to know information about fertilizer doses at Paddy ?","Paddy-Urea-40kg,DAP-60kg,MOP-30kg,ZInc Sulphate-10kg/acre","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-09 15:11:36.000"
"JAYAD","AGRICULTURE","Oilseeds","Soybean (bhat)","Fertilizer Use and Availability","what is the Fertilizer dose of soybean ?","fertilizer dose of soybean is   SSP 200kg, Urea 17kg, MOP 13kg/Acer at the time of last ploughing.","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-09 15:14:28.000"
"JAYAD","ANIMAL HUSBANDRY","Animal","Bovine(Cow,Buffalo)","Dairy Production","farmer want to know information about What nutrition gives to our cattle?","Please contact 18001801199 numbers.","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-09 15:48:31.000"
"JAYAD","AGRICULTURE","Millets","Pearl Millet (Bajra/Bulrush Millet/Spiked Millet)","	Plant Protection	","Farmer want to know information about contrl of weeds in bajra?","2,4D 300-350ml/acre for weed control in bajra.","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-09 17:07:38.000"
"JAYAD","HORTICULTURE","Fruits","Custard Apple","	Plant Protection	","How to control flower drop problem in custard apple fruit?","Spray Planofix  4.5 % SL.@ 4 to 5 Ml at 15 liter of water","MADHYA PRADESH","MORENA","SABALGARH                                         ","2014-08-09 17:53:10.000"
"JAYAD","AGRICULTURE","Cereals","Paddy (Dhan)","Weather","Farmer  want to know about  weather forecast ?","DAY-1               DAY-2               DAY-3               DAY-4               DAY-5
                              10/08               11/08               12/08               13/08               14/08
------------------- ------------------- ------------------- ------------------- ------------------- -------------------
Rainfall (mm)                  23                  17                   0                   0                   0","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-10 07:42:36.000"
"JAYAD","AGRICULTURE","Cereals","Paddy (Dhan)","Nutrient Management","Which fertilizer and nutrient give for better growth in soyabean crop?","NPK 19:19:19  100 Gram per pump are use and humic acid 30ml/pump","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-10 08:02:32.000"
"JAYAD","HORTICULTURE","Vegetables","Tomato","	Plant Protection	","Weed control of tomato on pre-emergence.","Apply Pendimethalin 1.0 kg a.i./ha or Fluchloralin 1.0 kg a.i / ha as pre-emergence herbicide","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-10 08:57:51.000"
"JAYAD","AGRICULTURE","Cereals","Paddy (Dhan)","	Plant Protection	","farmer want to know information about How to control weeds in paddy crop?","Spray Nomini gold(Bispayriback sodium) 80 ml  per acar.","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-10 09:35:22.000"
"JAYAD","AGRICULTURE","Others","Others","Market Information","Farmer wants to start mandi rate facility on mobile phone?","Mandi rate facility has been successfully activated on your mobile phone.","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-10 14:59:06.000"
"JAYAD","AGRICULTURE","Millets","Pearl Millet (Bajra/Bulrush Millet/Spiked Millet)","Nutrient Management","Farmer want to know information about better growth of","NPK-19:19:19 100gm/pump for better growth","MADHYA PRADESH","MORENA","PORSA                                             ","2014-08-10 15:16:39.000"
"JAYAD","AGRICULTURE","Oilseeds","Sesame (Gingelly/Til)/Sesamum","Fertilizer Use and Availability","Which fertilizer and nutrient give for better growth in soyabean crop?","Recommended for spray foliar application of IFFCO 19:19:19 water soluble fertilizer @ 100 gm/pump.","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-10 16:40:47.000"
"JAYAD","AGRICULTURE","Others","Others","Weather","RAIN FALL IN MORENA ?","Morena 1 – 3 Day Weather Forecast Summary: Heavy rain (total 33mm), heaviest during Tue afternoon. Warm (max 35°C on Mon afternoon, min 28°C on Sun night). Winds increasing (calm on Mon afternoon, fresh winds from the W by Wed morning)","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-10 20:21:46.000"
"JAYAD","AGRICULTURE","Pulses","Black Gram (urd bean)","	Plant Protection	","How to control weeds in black gram crop?","When your crop become 15 to 20 days you will be spay qugelefop ethyel 400ml per acar for narrow leaf weeds and emejhathayper 300 ml per Acer for broad leaf weeds.","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-11 10:35:52.000"
"JAYAD","AGRICULTURE","Millets","Pearl Millet (Bajra/Bulrush Millet/Spiked Millet)","Fertilizer Use and Availability","Which fertilizer and nutrient give for better growth in bajra crop?","Spray N: P: K 19:19:19 100 grams and humic acid 30 ml at 15 liter of water.","MADHYA PRADESH","MORENA","PORSA                                             ","2014-08-11 11:50:25.000"
"JAYAD","AGRICULTURE","Others","Others","Weather","Weather forecasting for morena district of Madhya Pradesh?","No rainfall within 5 days in your district.","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-11 13:09:19.000"
"KHARIF","AGRICULTURE","Others","Others","Weather","Farmer want to know information about weather forecast morena ?","possibility of rain","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-19 21:22:11.153"
"KHARIF","AGRICULTURE","Others","Others","Weather","farmer want know about weather in morena dist ?","no chance of rainfall in morena dist.","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-20 10:42:11.033"
"KHARIF","AGRICULTURE","Cereals","Paddy (Dhan)","Weather","weather information ?","-----------------------------------------------------------------------------------------
                              DAY-1               DAY-2               DAY-3               DAY-4               DAY-5
                              21/08               22/08               23/08               24/08               25/08
------------------- ------------------- ------------------- ------------------- ------------------- -------------------
Rainfall (mm)                   0                   0                   0                   0                   0","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-20 12:48:01.550"
"KHARIF","AGRICULTURE","Millets","Pearl Millet (Bajra/Bulrush Millet/Spiked Millet)","Weather","Farmer want to information  of weather forecast ?","Your district no rainfall in 16 july .","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-20 17:06:01.213"
"KHARIF","AGRICULTURE","Others","Others","Weather","farmer want to know information about         weather information ?","Morena 1 – 3 Day Weather Forecast Summary: Mostly dry. Warm (max 38°C on Fri afternoon, min 29°C on Wed night). Wind will be generally light.","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-20 17:40:18.213"
"KHARIF","AGRICULTURE","Millets","Pearl Millet (Bajra/Bulrush Millet/Spiked Millet)","	Field Preparation	","information to seed rate bajra","????? ?? ??? ???? ???? ???? ?? ? ???? ??? 2 ???? ????? ??? ???? ???? ?? ? ??? ??? ???? ??? ?????? ??? ?? ???? ????? ??? ?? ????? ??? ??? ???? ?? ??? ?? ????? ?????? ?? ??? ?????? ????? ?","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-20 19:38:44.270"
"KHARIF","AGRICULTURE","Pulses","Green Gram (Moong Bean/ Moong)","	Plant Protection	","information to seed green gram","????? ???????? ???? ?? ??? ?? ???? ?? ???? ????? ?? ????? ?????? ?? ???? ???? ??????? ???? ?? ???? ?? ???? 30 ??.??. ??? ???? ?? ???? ?? ???? 8-10 ??.??. ???? ??????? ??? 4-6 ??.??. ????? ?? ?????? ???? ?????? ??? ????, ???? ?? ???? ?? ???? ???????","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-21 20:34:30.520"
"KHARIF","AGRICULTURE","Others","Others","Weather","Want to know about Weather forecast information of my District?","22/08               23/08               24/08               25/08               26/08
Rainfall (mm)                   0                   0                   0                   0                   0","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-22 07:42:22.583"
"KHARIF","AGRICULTURE","Others","Others","Weather","farmer want to know information about weather Morena?","no chance of rainfall for next week for Morena dist","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-22 09:22:35.450"
"KHARIF","AGRICULTURE","Others","Others","Weather","Farmer want to information  of weather forecast ?","Ambah 7 – 10 Day Weather Forecast Summary: Moderate rain (total 15mm), heaviest on Thu night. Warm (max 38°C on Thu afternoon, min 29°C on Fri night). Wind will be generally light.","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-22 14:55:18.110"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather forecast ?","Chance of no rainfall next five days.","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-22 21:55:12.223"
"KHARIF","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","	Plant Protection	","caterpillar control in pigeonpea?","Neem oil 45ml/pump","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-23 10:31:07.207"
"KHARIF","AGRICULTURE","Others","Others","Weather","Farmar  want to  weather forecasting  information of District morena","DAY-1               DAY-2               DAY-3               DAY-4               DAY-5
                              24/08               25/08               26/08               27/08               28/08
------------------- ------------------- ------------------- ------------------- ------------------- -------------------
Rainfall (mm)                   0                   0                   0                   0                   0","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-23 10:38:54.680"
"KHARIF","AGRICULTURE","Others","Others","Weather","farmer want to know information about weather?","no chance of  rainfall for 4-5 days in  your  district","MADHYA PRADESH","MORENA","PAHADGARH                                         ","2014-08-23 16:20:42.583"
"KHARIF","AGRICULTURE","Others","Others","Nutrient Management","information to sms registration","sms registration complete","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-23 17:23:15.920"
"KHARIF","AGRICULTURE","Others","Others","	Plant Protection	","information to sms registration","sms registration complete","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-23 17:45:45.013"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather forecasting for morena district of Madhya Pradesh?","No rainfall within 5 days in your district.","MADHYA PRADESH","MORENA","PORSA                                             ","2014-08-23 18:00:24.537"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather information of morena?","weather information of morena?","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-23 20:52:11.507"
"KHARIF","AGRICULTURE","Others","Others","Weather","farmer want to know information about weather MORENA?","no chance of rainfall for next week for MORENA dist","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-24 13:04:17.810"
"KHARIF","AGRICULTURE","Others","Others","Weather","Farmer want to know about weather information  ?","Recommended for rainfall 00 mm during 10 days","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-24 20:02:27.293"
"KHARIF","AGRICULTURE","Others","Others","Weather","Farmer want to know information about weather forecasting ?","DAY-1               DAY-2               DAY-3               DAY-4               DAY-5
                              26/08               27/08               28/08               29/08               30/08
------------------- ------------------- ------------------- ------------------- ------------------- -------------------
Rainfall (mm)                   0                   0                   0                   0                   4","MADHYA PRADESH","MORENA","SABALGARH                                         ","2014-08-25 10:54:11.680"
"KHARIF","AGRICULTURE","Others","Others","Weather","farmer want to know information about  weather of  morena ?","chance of low rainfall for next week  dist morena","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-25 11:35:32.670"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather forecasting for morena district of Madhya Pradesh?","26/08               27/08               28/08               29/08               30/08
------------------- ------------------- ------------------- ------------------- ------------------- -------------------
Rainfall (mm)                   0                   0                   0                   0                   4","MADHYA PRADESH","MORENA","SABALGARH                                         ","2014-08-25 13:59:58.737"
"KHARIF","AGRICULTURE","Others","Others","Weather","farmer information to weather district morena","0,0,0,0,4 mm rain district morena","MADHYA PRADESH","MORENA","JOURA                                             ","2014-08-25 16:57:56.153"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather information in morena district","DAY-1               DAY-2               DAY-3               DAY-4               DAY-5
                              26/08               27/08               28/08               29/08               30/08
Rainfall (mm)                   0                   0                   0                   6                   5","MADHYA PRADESH","MORENA","MORENA                                            ","2014-08-25 20:55:27.900"
"KHARIF","AGRICULTURE","Others","Others","Weather","weather forecast ?","chance of light rainfall next five days .","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-25 21:24:34.220"
"KHARIF","AGRICULTURE","Others","Others","Weather","farmer want to weather information of district?","light rainfall chance in your district and weather will some cloudy at next 5 days","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-25 21:51:59.713"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather forecasting for morena district of Madhya Pradesh?","27/08               28/08               29/08               30/08               31/08
------------------- ------------------- ------------------- ------------------- ------------------- -------------------
Rainfall (mm)                   0                   0                   0                   0                   0","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-26 10:42:26.227"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather forecast ?","Chance of no rainfall next five days.","MADHYA PRADESH","MORENA","AMBAH                                             ","2014-08-26 20:52:10.107"
"KHARIF","HORTICULTURE","Vegetables","Potato","Seeds and Planting Material","farmar want to information sowing time of potato ?","octomber-novmber sowing time of potato.","MADHYA PRADESH","MORENA","SABALGARH                                         ","2014-08-27 07:07:55.607"
